0.05,0,3,3390756980151031886,human,62, 0
0.05,0,0,2602595718810925138,zombies,177, 0
0.05,0,4,3466715737476420412,zombies,178, 0
0.05,0,1,7795585235019329201,human,669, 0
0.05,0,2,3446417503994114097,zombies,716, 0
0.05,0,5,4520984030156776302,zombies,215, 0
0.05,0,9,3418545921513718496,human,24, 0
0.05,0,6,3650533808848163141,zombies,328, 0
0.05,0,7,6940197334553440595,zombies,279, 0
0.05,0,10,5188446369380391734,zombies,140, 0
0.05,0,8,6890414040058569517,zombies,656, 0
0.05,0,14,2781431443296676331,human,24, 0
0.05,0,11,6141251501618468828,human,408, 0
0.05,0,15,3736183187708079807,human,152, 0
0.05,0,13,4634617681590209710,human,225, 0
0.05,0,12,5101309009803360727,zombies,413, 0
0.05,0,17,8237454479416991,human,88, 0
0.05,0,16,7317887234453091634,zombies,144, 0
0.05,0,19,6784830797116130824,human,216, 0
0.05,0,18,1419541026264391378,zombies,444, 0
0.05,0,21,4476470501357489364,zombies,331, 0
0.05,0,20,4467159529845476424,zombies,341, 0
0.05,0,23,6541551562197945050,human,154, 0
0.05,0,22,1326648125143691208,zombies,437, 0
0.05,3,0,2922810935270277074,zombies,146, 0
0.05,0,24,5753731741713156508,zombies,296, 0
0.05,3,1,7281040371515854371,zombies,237, 0
0.05,3,3,6340799893040198316,zombies,154, 0
0.05,3,2,4016446875009873526,human,319, 0
0.05,3,4,5043346012627889255,zombies,154, 0
0.05,3,5,8699216335167998179,zombies,139, 0
0.05,3,6,7395557109989675147,human,116, 0
0.05,3,8,7434650720834943069,human,345, 0
0.05,3,7,6773743290951566778,zombies,374, 0
0.05,3,11,3735607060117678745,human,57, 0
0.05,3,10,8199783697745560889,zombies,181, 0
0.05,3,13,774503864970354382,human,30, 0
0.05,3,9,5345269417724124448,human,392, 0
0.05,3,16,7410978242591417527,human,43, 0
0.05,3,12,2351162251658958294,human,165, 0
0.05,3,14,3629416938705228200,human,129, 0
0.05,3,19,162482383483481033,human,251, 0
0.05,3,15,450885532896309094,zombies,555, 0
0.05,3,17,418708126586264373,zombies,504, 0
0.05,3,22,4020639382555580665,human,24, 0
0.05,3,18,288066809432927093,zombies,565, 0
0.05,3,20,2924248716211560286,human,155, 0
0.05,3,21,6380404831789787145,human,411, 0
0.05,3,24,738186092582986279,zombies,232, 0
0.05,3,23,4638940217776185474,human,760, 0
0.05,6,2,68451469696000706,human,72, 0
0.05,6,4,6260531650275811516,human,58, 0
0.05,6,0,994217718227206701,zombies,599, 0
0.05,6,5,7151042205743781716,zombies,112, 0
0.05,6,1,3643621904318662335,zombies,757, 0
0.05,6,6,6456963214705754926,zombies,427, 0
0.05,6,3,1444923895233746507,zombies,828, 0
0.05,6,7,2915968872580562235,zombies,202, 0
0.05,6,9,3911784357196649962,zombies,307, 0
0.05,6,8,3862934244462688049,zombies,834, 0
0.05,6,12,8621096762507488285,human,86, 0
0.05,6,11,6973757176124816348,zombies,302, 0
0.05,6,10,2904111801017057896,zombies,644, 0
0.05,6,15,1168514563243875928,zombies,128, 0
0.05,6,14,2946610980821506388,zombies,260, 0
0.05,6,13,2090294024184600994,zombies,394, 0
0.05,6,16,3705755776433767737,zombies,164, 0
0.05,6,17,5620603441039490989,human,142, 0
0.05,6,21,4608946229162882658,human,25, 0
0.05,6,19,1049153658329427386,human,104, 0
0.05,6,20,1804652264757210154,human,96, 0
0.05,6,22,6462046891659229083,human,61, 0
0.05,6,18,7966114993095382842,zombies,166, 0
0.05,6,24,808406511468144576,zombies,236, 0
0.05,9,0,1408282961194056109,zombies,220, 0
0.05,9,2,1639265602091252286,human,30, 0
0.05,9,3,6205347175428553836,human,22, 0
0.05,6,23,4985158208196293041,zombies,554, 0
0.05,9,1,4167215528588047978,zombies,325, 0
0.05,9,4,8281755591651421760,zombies,134, 0
0.05,9,6,4167847501324366500,zombies,229, 0
0.05,9,5,5596067906192941809,zombies,411, 0
0.05,9,7,1706237931695915092,zombies,433, 0
0.05,9,8,4788211538442134103,zombies,482, 0
0.05,9,10,3937169807683308829,zombies,206, 0
0.05,9,11,5979301748557461700,zombies,203, 0
0.05,9,13,5386971880264252381,human,58, 0
0.05,9,9,2239029214576486270,zombies,438, 0
0.05,9,15,8836753434646401632,human,59, 0
0.05,9,12,7296984771317337535,zombies,539, 0
0.05,9,14,876519593533684443,zombies,283, 0
0.05,9,16,973990436941470443,zombies,554, 0
0.05,9,17,6228713161829223187,human,350, 0
0.05,9,20,7785690239969524076,zombies,164, 0
0.05,9,18,1766018478627417107,zombies,449, 0
0.05,9,19,4854699770166002398,zombies,397, 0
0.05,9,21,8834511548317998950,zombies,579, 0
0.05,9,23,9141896640896762958,zombies,206, 0
0.05,9,24,2578838745064968756,zombies,283, 0
0.05,9,22,4485156584569102665,zombies,524, 0
0.05,12,0,6911560376413286916,zombies,288, 0
0.05,12,4,2382719974400851245,human,8, 0
0.05,12,1,3575595037407534677,human,626, 0
0.05,12,2,1668339652704904996,zombies,477, 0
0.05,12,5,5477954842924643445,zombies,391, 0
0.05,12,3,3605038232045025280,human,1284, 0
0.05,12,6,347071124584475986,zombies,480, 0
0.05,12,10,2682326962632330833,zombies,157, 0
0.05,12,7,4987651379900200120,zombies,330, 0
0.05,12,9,466504793172206416,human,438, 0
0.05,12,12,5949899616955387634,human,140, 0
0.05,12,8,253345947133433296,human,870, 0
0.05,12,11,2465350274074758940,zombies,342, 0
0.05,12,15,1204126584071923575,human,169, 0
0.05,12,14,5642912590910969387,zombies,258, 0
0.05,12,13,989625446165528013,zombies,1230, 0
0.05,12,16,2787036009846595580,zombies,188, 0
0.05,12,18,5529818589351149817,zombies,144, 0
0.05,12,17,4973519999467042489,human,263, 0
0.05,12,22,3942558362184154177,human,21, 0
0.05,12,20,5586990392687366823,human,142, 0
0.05,12,23,3498119602653673256,human,107, 0
0.05,12,19,1284388283675468182,human,492, 0
0.05,12,21,6913362681922160291,zombies,276, 0
0.05,12,24,387321104596723462,zombies,171, 0
0.05,15,1,6148195279083973581,human,178, 0
0.05,15,2,2504786320138122673,zombies,265, 0
0.05,15,3,4642760649746153063,zombies,243, 0
0.05,15,0,5253483776461294650,zombies,680, 0
0.05,15,5,4439573614514726712,human,95, 0
0.05,15,4,2832294767239151412,human,287, 0
0.05,15,7,98621929417816148,human,344, 0
0.05,15,9,1643819361407268717,zombies,264, 0
0.05,15,6,5709298957321791806,zombies,425, 0
0.05,15,8,1981158468972240111,zombies,302, 0
0.05,15,11,5777397512212864188,human,151, 0
0.05,15,10,586032729672388388,zombies,365, 0
0.05,15,15,5848990458018249543,human,78, 0
0.05,15,12,5991587413380474559,zombies,470, 0
0.05,15,17,3294503259663744457,human,61, 0
0.05,15,16,5866209294147866248,human,179, 0
