"0.05","0","0"
"0.05","0","1"
"0.05","0","2"
"0.05","0","3"
"0.05","0","4"
"0.05","0","5"
"0.05","0","6"
"0.05","0","7"
"0.05","0","8"
"0.05","0","9"
"0.05","2","0"
"0.05","2","1"
"0.05","2","2"
"0.05","2","3"
"0.05","2","4"
"0.05","2","5"
"0.05","2","6"
"0.05","2","7"
"0.05","2","8"
"0.05","2","9"
"0.15000000000000002","0","0"
"0.15000000000000002","0","1"
"0.15000000000000002","0","2"
"0.15000000000000002","0","3"
"0.15000000000000002","0","4"
"0.15000000000000002","0","5"
"0.15000000000000002","0","6"
"0.15000000000000002","0","7"
"0.15000000000000002","0","8"
"0.15000000000000002","0","9"
"0.15000000000000002","2","0"
"0.15000000000000002","2","1"
"0.15000000000000002","2","2"
"0.15000000000000002","2","3"
"0.15000000000000002","2","4"
"0.15000000000000002","2","5"
"0.15000000000000002","2","6"
"0.15000000000000002","2","7"
"0.15000000000000002","2","8"
"0.15000000000000002","2","9"
