30,30,0.05,0.05,12,0,0.35,1401376953809863370,0
30,30,0.05,0.05,12,0,0.35,5374806700820484630,1
30,30,0.05,0.05,12,0,0.35,4961222663252630643,2
30,30,0.05,0.05,12,0,0.35,5831614211983751619,3
30,30,0.05,0.05,12,0,0.35,1631141451699234058,4
30,30,0.05,0.05,12,0,0.35,736969886889862961,5
30,30,0.05,0.05,12,0,0.35,3979265992163460076,6
30,30,0.05,0.05,12,0,0.35,7286604265169757602,7
30,30,0.05,0.05,12,0,0.35,1469621487131233512,8
30,30,0.05,0.05,12,0,0.35,770948720215991837,9
30,30,0.05,0.05,12,0,0.35,7849728544953310820,10
30,30,0.05,0.05,12,0,0.35,6885653931571136418,11
30,30,0.05,0.05,12,0,0.35,2068335802021716313,12
30,30,0.05,0.05,12,0,0.35,3476396977194671274,13
30,30,0.05,0.05,12,0,0.35,1529147790595228230,14
30,30,0.05,0.05,12,0,0.35,2394776461065774416,15
30,30,0.05,0.05,12,0,0.35,2427543055428742115,16
30,30,0.05,0.05,12,0,0.35,1160611887539302540,17
30,30,0.05,0.05,12,0,0.35,8834922634997765300,18
30,30,0.05,0.05,12,0,0.35,7271238150143273123,19
30,30,0.05,0.05,12,0,0.35,8605352044987370163,20
30,30,0.05,0.05,12,0,0.35,6056067825717433204,21
30,30,0.05,0.05,12,0,0.35,3801983165191342954,22
30,30,0.05,0.05,12,0,0.35,5454750333932032085,23
30,30,0.05,0.05,12,0,0.35,466769506124378904,24
30,30,0.15,0.05,12,0,0.35,8000305196748947893,0
30,30,0.15,0.05,12,0,0.35,4622705903021120732,1
30,30,0.15,0.05,12,0,0.35,4700991479317401175,2
30,30,0.15,0.05,12,0,0.35,3620378386405864260,3
30,30,0.15,0.05,12,0,0.35,7935837417077075038,4
30,30,0.15,0.05,12,0,0.35,7189881723334954311,5
30,30,0.15,0.05,12,0,0.35,7526875181923366698,6
30,30,0.15,0.05,12,0,0.35,4480446300137797423,7
30,30,0.15,0.05,12,0,0.35,8235656127270685015,8
30,30,0.15,0.05,12,0,0.35,7788855365542846735,9
30,30,0.15,0.05,12,0,0.35,9012446732699754466,10
30,30,0.15,0.05,12,0,0.35,2799188905079272822,11
30,30,0.15,0.05,12,0,0.35,3647395889234734083,12
30,30,0.15,0.05,12,0,0.35,3101276473627994206,13
30,30,0.15,0.05,12,0,0.35,2921995223598751657,14
30,30,0.15,0.05,12,0,0.35,4442017707357522104,15
30,30,0.15,0.05,12,0,0.35,2501086935053606350,16
30,30,0.15,0.05,12,0,0.35,4646160617326757110,17
30,30,0.15,0.05,12,0,0.35,2095469695841759587,18
30,30,0.15,0.05,12,0,0.35,3824953773764614659,19
30,30,0.15,0.05,12,0,0.35,6777777503593195010,20
30,30,0.15,0.05,12,0,0.35,6985545678040138585,21
30,30,0.15,0.05,12,0,0.35,2456464574835956482,22
30,30,0.15,0.05,12,0,0.35,7696400060340622730,23
30,30,0.15,0.05,12,0,0.35,1047676132737809851,24
30,30,0.25,0.05,12,0,0.35,3372775087538356845,0
30,30,0.25,0.05,12,0,0.35,3789711759807617831,1
30,30,0.25,0.05,12,0,0.35,5143193101285610692,2
30,30,0.25,0.05,12,0,0.35,1786860849548393419,3
30,30,0.25,0.05,12,0,0.35,1578797254693366734,4
30,30,0.25,0.05,12,0,0.35,4077971737983423252,5
30,30,0.25,0.05,12,0,0.35,5853157513094939372,6
30,30,0.25,0.05,12,0,0.35,6765465799436577436,7
30,30,0.25,0.05,12,0,0.35,1657722055030325213,8
30,30,0.25,0.05,12,0,0.35,1144360549294983809,9
30,30,0.25,0.05,12,0,0.35,779989467941028875,10
30,30,0.25,0.05,12,0,0.35,8526076981944496952,11
30,30,0.25,0.05,12,0,0.35,570605837761148541,12
30,30,0.25,0.05,12,0,0.35,8286653464748303119,13
30,30,0.25,0.05,12,0,0.35,4965371420269408074,14
30,30,0.25,0.05,12,0,0.35,5219192427144946623,15
30,30,0.25,0.05,12,0,0.35,8040266851164959233,16
30,30,0.25,0.05,12,0,0.35,6243073139177723478,17
30,30,0.25,0.05,12,0,0.35,2682525910031218023,18
30,30,0.25,0.05,12,0,0.35,7767038275625093692,19
30,30,0.25,0.05,12,0,0.35,172550142011875460,20
30,30,0.25,0.05,12,0,0.35,8824656831437602785,21
30,30,0.25,0.05,12,0,0.35,7137860710532445510,22
30,30,0.25,0.05,12,0,0.35,8049769186022521415,23
30,30,0.25,0.05,12,0,0.35,1382295889997877003,24
