0.05,0,6,2761386444616561987,human,27
0.05,0,2,1697649882660998190,human,27
0.05,0,0,3755254024772053987,human,30
0.05,0,3,1330479846677490970,human,46
0.05,0,10,4998419997362441684,human,30
0.05,0,11,6797776509770842170,human,18
0.05,0,4,5206375086976958542,human,83
0.05,0,5,6556587565627351045,human,124
0.05,0,12,4528213955980181430,human,103
0.05,0,14,7496954141193997615,human,91
0.05,0,16,8705557806252326131,human,19
0.05,0,17,9191083019316468860,human,27
0.05,0,13,6084354176426612439,zombies,221
0.05,0,7,1597666801507788884,zombies,458
0.05,0,20,615307594805852309,human,34
0.05,0,9,4084517494242346143,zombies,298
0.05,0,18,1740177464182609741,zombies,126
0.05,0,1,8900164534458706225,zombies,502
0.05,0,23,2208882902542120530,human,32
0.05,0,22,7438334428577469637,zombies,430
0.05,0,19,8244345795198247381,human,386
0.05,0,8,4955946205064722791,human,808
0.05,0,15,4958623497314625218,zombies,1716
0.05,3,0,6783946814494565561,zombies,221
0.05,0,21,1840600377854445365,human,328
0.05,3,6,1665975276404832168,human,42
0.05,3,2,1150478979726873126,zombies,296
0.05,0,24,2900396002455889061,zombies,708
0.05,3,5,8368122022741384514,human,160
0.05,3,1,7305312257596124987,human,963
0.05,3,3,456679429637605298,human,800
0.05,3,11,3370115610206021359,human,71
0.05,3,8,2288750647908126575,human,702
0.05,3,14,1828380788970404276,human,47
0.05,3,16,4315611916801502640,human,21
0.05,3,4,8122297015412262849,zombies,1114
0.05,3,10,2758646684628549714,zombies,219
0.05,3,7,1390521511095960197,zombies,602
0.05,3,9,3422613144917129613,human,561
0.05,3,13,7692462989226372883,zombies,310
0.05,3,15,6452865301886755775,zombies,174
0.05,3,20,6309615422809192518,human,103
0.05,3,12,5628516790328966230,human,341
0.05,3,19,3304707096852686795,human,170
0.05,3,21,8062637985995061146,human,131
0.05,6,2,792624019121026765,human,27
0.05,3,18,1755166968248613392,zombies,344
0.05,3,22,4662099307037502577,zombies,242
0.05,3,17,6622307702260470064,zombies,612
0.05,3,24,5964189948258314137,zombies,201
0.05,6,0,6917778882267192207,zombies,171
0.05,6,3,5313704091183165569,human,136
0.05,6,1,5621488203715227952,zombies,184
0.05,3,23,1605604037489323698,human,336
0.05,6,6,7333905448651184894,human,64
0.05,6,4,7659551420561845313,zombies,660
0.05,6,12,2234131053113910132,human,93
0.05,6,13,4818494099435655077,human,50
0.05,6,9,1086123452697689583,zombies,195
0.05,6,14,4964379444048270952,human,35
0.05,6,10,1457324847728380574,zombies,181
0.05,6,7,5738498368887908441,zombies,419
0.05,6,5,3872837749345599872,human,208
0.05,6,16,5959724273650969517,human,63
0.05,6,11,3609978998235687238,zombies,491
0.05,6,17,7036206508816468699,zombies,160
0.05,6,23,1626667073333082991,human,11
0.05,6,19,8306468423973615373,zombies,308
0.05,6,15,1859996079562538983,zombies,237
0.05,6,18,5531102862317861583,zombies,299
0.05,6,8,4288546335554115603,human,1191
0.05,9,1,5755603746792230330,human,49
0.05,6,22,7509493658928767019,zombies,261
0.05,9,4,359316540942232682,human,21
0.05,6,20,6463634771845794476,human,285
0.05,9,2,7700372465446621261,human,107
0.05,9,5,4521654088176507981,human,62
0.05,6,21,1937145765243591612,zombies,298
0.05,9,3,2488960246590113009,human,153
0.05,9,0,4341624192344613855,human,434
0.05,9,8,5422466332527134212,human,81
0.05,9,6,3304900376071209498,zombies,206
0.05,6,24,9215455494708563038,human,388
0.05,9,15,381448024646172912,human,26
0.05,9,7,826165298445419062,zombies,301
0.05,9,10,5954832219332050431,zombies,398
0.05,9,12,8071584911484471172,human,139
0.05,9,17,8896889559025601259,human,52
0.05,9,9,8013416173965759961,human,469
0.05,9,19,6249043450250262675,human,87
0.05,9,14,449918489858106944,human,228
0.05,9,13,6619908697041568914,human,524
0.05,9,11,690532542493077455,zombies,435
0.05,9,16,9215403151247244437,zombies,271
0.05,9,22,8586496483199880108,human,75
0.05,9,18,157313383950566453,human,855
0.05,9,21,3317241680998536109,zombies,193
0.05,9,20,75457378130807185,zombies,316
0.05,9,23,3589248758423981339,zombies,166
0.05,9,24,1750978683977830708,zombies,159
0.05,12,0,7669075165479237463,human,144
0.05,12,1,2589913094904806835,human,167
0.05,12,3,7423584293657937138,human,93
0.05,12,5,2893713733094751540,human,54
0.05,12,2,3604776470206368787,human,234
0.05,12,6,3415291012965815420,human,149
0.05,12,4,6272498364532227519,human,236
0.05,12,7,5693639943431152123,human,144
0.05,12,11,3337818956201679567,human,151
0.05,12,8,7182438140821250267,zombies,248
0.05,12,12,619648951881562388,zombies,288
0.05,12,10,5434658106417806862,zombies,484
0.05,12,9,3314654363234361976,zombies,559
0.05,12,15,945450261173128794,zombies,164
0.05,12,14,5548750244237854,zombies,204
0.05,12,13,5874984852746041539,zombies,368
0.05,12,18,1587614104110639370,human,73
0.05,12,21,821923787768612594,human,40
0.05,12,16,4950640399708859715,zombies,302
0.05,12,24,8187392402186245538,human,25
0.05,12,17,4089824888805399991,zombies,297
0.05,12,22,5201945975332282233,zombies,134
0.05,15,0,5051468441826129105,human,112
0.05,12,20,4554133131040378300,zombies,240
0.05,15,5,2043313885587067382,human,11
0.05,15,6,1464102210075392615,human,58
0.05,12,19,4267401642857935540,zombies,367
0.05,12,23,1312437041562326725,zombies,285
0.05,15,3,5641096735792552532,human,217
0.05,15,7,1370000750853030093,human,289
0.05,15,2,9103049001447206540,human,398
0.05,15,13,8582292163229768974,human,13
0.05,15,4,8383775896881622638,human,927
0.05,15,11,8094425605681077496,human,126
0.05,15,9,7178313910980175111,zombies,278
0.05,15,1,4813032129340031192,human,548
0.05,15,10,6983081255633389477,human,829
0.05,15,12,4294057862482637930,zombies,173
0.05,15,8,6398888873897737760,human,403
0.05,15,16,3418779634572323360,human,132
0.05,15,14,5274124243561279925,human,326
0.05,15,18,83691327271586779,human,173
0.05,15,15,7208277361931651359,zombies,276
0.05,15,22,1552973336913281167,human,91
0.05,15,19,148305865969863512,zombies,281
0.05,15,17,197208650097554138,zombies,393
0.05,15,24,7822656746940830248,human,152
0.05,15,23,168945198891563499,zombies,209
0.05,15,21,703613957208230233,zombies,649
0.05,15,20,557272754525111370,zombies,714
0.15,0,5,1245648330318968449,human,48
0.15,0,3,656352603046677341,human,86
0.15,0,4,8081139438790296020,zombies,314
0.15,0,1,2055272953539900355,human,166
0.15,0,2,1130088790608192353,human,202
0.15,0,0,6734765091952635868,human,212
0.15,0,9,8247937522827490527,zombies,230
0.15,0,11,8412058912401947582,human,63
0.15,0,10,6158012175486524087,human,95
0.15,0,6,2828490254452407857,zombies,591
0.15,0,8,8937881482577299714,human,213
0.15,0,7,203980293482439608,human,248
0.15,0,13,8390297076894817729,zombies,177
0.15,0,16,6240297059913754101,human,75
0.15,0,12,2957755483309129197,human,159
0.15,0,17,4390608974387445032,human,89
0.15,0,15,6391853400292230113,human,94
0.15,0,14,7995751762819083589,human,186
0.15,0,22,2854302549123359617,human,37
0.15,0,20,9217547730548598348,human,78
0.15,0,24,5394016815543928106,zombies,143
0.15,0,21,2145918864178065699,zombies,349
0.15,0,23,4957301794760725049,zombies,509
0.15,0,19,3910175845762625002,zombies,555
0.15,3,1,3377322485231623083,human,169
0.15,3,0,550516795348856552,human,223
0.15,3,8,57130584698782889,human,33
0.15,0,18,7213064392284197398,human,443
0.15,3,3,4352152598315539331,human,164
0.15,3,5,713562474870981895,human,165
0.15,3,6,2500775892578504287,zombies,174
0.15,3,7,1676455787102802247,zombies,256
0.15,3,4,4657422772336767124,human,258
0.15,3,2,7993579670341531947,human,581
0.15,3,12,1205859661998182696,zombies,290
0.15,3,11,6010471065967963717,zombies,391
0.15,3,9,3408061339056526054,zombies,356
0.15,3,16,1375199033509211627,human,64
0.15,3,17,6866935826447577755,zombies,204
0.15,3,13,5908567863731116932,human,413
0.15,3,15,4936256000019356703,zombies,260
0.15,3,19,252755302788656257,human,300
0.15,3,22,7179700581952876923,human,38
0.15,3,20,8808858963017255225,human,106
0.15,3,14,4203685944165305949,human,518
0.15,3,10,8181513499012802185,human,819
0.15,6,0,1126060342332517869,human,80
0.15,6,1,4564945174478379327,human,90
0.15,3,18,2701426985099610192,human,249
0.15,6,3,7253373630215444310,zombies,175
0.15,3,23,3593250742936208180,human,373
0.15,6,4,1767652361112507074,zombies,117
0.15,3,24,2428179511443249691,zombies,387
0.15,6,2,8267627424522114804,human,811
0.15,6,6,4857923616249600556,zombies,206
0.15,3,21,8048852778905309485,human,453
0.15,6,7,5320101844442339345,human,208
0.15,6,5,2870249772926033104,human,385
0.15,6,10,5337179622781285405,human,155
0.15,6,13,1164666272944843083,zombies,121
0.15,6,9,913310085793686904,human,307
0.15,6,11,7189032247233562090,human,227
0.15,6,12,5549082627622219432,human,221
0.15,6,15,348558460594053576,human,149
0.15,6,14,2010637156064383765,zombies,304
0.15,6,18,1015518817942060910,zombies,180
0.15,6,8,972754412839026721,human,936
0.15,6,19,4735555200821806498,human,412
0.15,6,20,2871973176989492214,zombies,161
0.15,6,16,5032952545383936629,human,301
0.15,6,17,1385924749384104823,zombies,555
0.15,6,22,5351348322518831687,human,93
0.15,9,4,832983053521416118,human,65
0.15,6,24,2490987219066131514,zombies,212
0.15,6,21,7503188028244929647,zombies,396
0.15,9,0,8366542644477024890,zombies,328
0.15,9,1,1182733243236965694,zombies,1324
0.15,9,3,6728999584471548593,human,195
0.15,9,5,6479016644911843980,human,259
0.15,9,6,4190023127345512812,zombies,228
0.15,9,11,454271625308869210,human,32
0.15,9,8,8963817932040866164,zombies,191
0.15,9,2,5462397189953633990,human,419
0.15,9,7,9126699345144094729,zombies,948
0.15,6,23,8289071572394937250,human,629
0.15,9,12,3220928842036130238,human,90
0.15,9,9,5863315053195630521,human,314
0.15,9,13,6424365798256926980,human,176
0.15,9,10,3563939573742817221,human,330
0.15,9,15,4811440712119385307,human,1323
0.15,9,21,2797018527989963865,human,41
0.15,9,16,8315627992142297550,human,554
0.15,9,19,5894139255076011805,zombies,147
0.15,9,17,4681024448727973560,zombies,360
0.15,9,18,6774839869113756736,human,203
0.15,9,20,7534120839408538814,zombies,255
0.15,12,1,3837017988316317545,human,134
0.15,9,23,8231602403233210657,human,253
0.15,12,0,5442925979956500265,zombies,390
0.15,9,14,6181417979062170946,human,647
0.15,12,3,603954562691153059,human,89
0.15,9,24,8364532096701410507,zombies,327
0.15,9,22,2820732650185368126,human,327
0.15,12,8,4143921392947039931,zombies,350
0.15,12,7,8145596252696403349,human,404
0.15,12,10,4601124969992606254,human,130
0.15,12,4,210708056122609519,human,736
0.15,12,2,3162087342183395547,human,650
0.15,12,5,6251744573728315143,human,435
0.15,12,6,217235794331822807,human,546
0.15,12,9,5974429495135830669,human,733
0.15,12,11,8699928825015960825,human,253
