30,30,0.25,0.05,0,0,0.35,4699871797004780581
30,30,0.25,0.05,0,0,0.35,664657207100617287
30,30,0.25,0.05,0,0,0.35,1436319437956155275
30,30,0.25,0.05,0,0,0.35,7561407042797034777
30,30,0.25,0.05,0,0,0.35,9073688292471694294
30,30,0.25,0.05,0,0,0.35,6419077061608631189
30,30,0.25,0.05,0,0,0.35,4869330123747906433
30,30,0.25,0.05,0,0,0.35,2995879845181771579
30,30,0.25,0.05,0,0,0.35,1113017506262255541
30,30,0.25,0.05,0,0,0.35,3729459207444791046
30,30,0.25,0.05,0,0,0.35,8531180314699174095
30,30,0.25,0.05,0,0,0.35,8753391479808312249
30,30,0.25,0.05,0,0,0.35,9035479148939563923
30,30,0.25,0.05,0,0,0.35,4181446383900376675
30,30,0.25,0.05,0,0,0.35,4750585791593344893
30,30,0.25,0.05,0,0,0.35,6552986963905392513
30,30,0.25,0.05,0,0,0.35,2506982654084414397
30,30,0.25,0.05,0,0,0.35,9141081738879726875
30,30,0.25,0.05,0,0,0.35,9074965198911537413
30,30,0.25,0.05,0,0,0.35,9177993015881568013
30,30,0.25,0.05,0,0,0.35,5808669338998316016
30,30,0.25,0.05,0,0,0.35,6061237522882212660
30,30,0.25,0.05,0,0,0.35,3640762378004839001
30,30,0.25,0.05,0,0,0.35,8796646124059921667
30,30,0.25,0.05,0,0,0.35,2670782424557027134
30,30,0.25,0.05,0,0,0.35,586132215998306903
30,30,0.25,0.05,0,0,0.35,6147010163229623793
30,30,0.25,0.05,0,0,0.35,5705922862615188150
30,30,0.25,0.05,0,0,0.35,3684946929977724351
30,30,0.25,0.05,0,0,0.35,4223514612445755219
30,30,0.25,0.05,0,0,0.35,2113271021367077406
30,30,0.25,0.05,0,0,0.35,3239784507704877307
30,30,0.25,0.05,0,0,0.35,6662388613173571504
30,30,0.25,0.05,0,0,0.35,7633989003886926094
30,30,0.25,0.05,0,0,0.35,8201850462740706483
30,30,0.25,0.05,0,0,0.35,1939991616339944325
30,30,0.25,0.05,0,0,0.35,3770977674392740797
30,30,0.25,0.05,0,0,0.35,1968929732154614113
30,30,0.25,0.05,0,0,0.35,1651813758030997624
30,30,0.25,0.05,0,0,0.35,4849197451988656539
30,30,0.25,0.05,0,0,0.35,2882461544680692277
30,30,0.25,0.05,0,0,0.35,5564462396826236449
30,30,0.25,0.05,0,0,0.35,8968080056588305548
30,30,0.25,0.05,0,0,0.35,5465998614697985646
30,30,0.25,0.05,0,0,0.35,8059759182337152098
30,30,0.25,0.05,0,0,0.35,1442774158734508848
30,30,0.25,0.05,0,0,0.35,1523415402302727961
30,30,0.25,0.05,0,0,0.35,6716800080818160017
30,30,0.25,0.05,0,0,0.35,818094488665058359
30,30,0.25,0.05,0,0,0.35,4165906519117351367
30,30,0.25,0.05,0,0,0.35,2193204929401922855
30,30,0.25,0.05,0,0,0.35,2763703520826944992
30,30,0.25,0.05,0,0,0.35,3627992941135328262
30,30,0.25,0.05,0,0,0.35,5310361657503473544
30,30,0.25,0.05,0,0,0.35,395728000719452078
30,30,0.25,0.05,0,0,0.35,4407534126561988502
30,30,0.25,0.05,0,0,0.35,6269924455084907308
30,30,0.25,0.05,0,0,0.35,472631764896800311
30,30,0.25,0.05,0,0,0.35,5618123559784179183
30,30,0.25,0.05,0,0,0.35,3583906747340449460
30,30,0.25,0.05,0,0,0.35,8591081658694170090
30,30,0.25,0.05,0,0,0.35,8959663036013620328
30,30,0.25,0.05,0,0,0.35,6683614790809100420
30,30,0.25,0.05,0,0,0.35,6265346762993486400
30,30,0.25,0.05,0,0,0.35,8937509935284842335
30,30,0.25,0.05,0,0,0.35,2280132194782852737
30,30,0.25,0.05,0,0,0.35,6821192940970063462
30,30,0.25,0.05,0,0,0.35,2447843858906819855
30,30,0.25,0.05,0,0,0.35,7456349617648688454
30,30,0.25,0.05,0,0,0.35,4224851269644457575
30,30,0.25,0.05,0,0,0.35,817695167936016729
30,30,0.25,0.05,0,0,0.35,7999984353808762915
30,30,0.25,0.05,0,0,0.35,7527011401213214542
30,30,0.25,0.05,0,0,0.35,3369877295711111829
30,30,0.25,0.05,0,0,0.35,2985371605417348334
30,30,0.25,0.05,0,0,0.35,7967509786993613686
30,30,0.25,0.05,0,0,0.35,7239302421286347218
30,30,0.25,0.05,0,0,0.35,6076885622960700064
30,30,0.25,0.05,0,0,0.35,1006507184761832416
30,30,0.25,0.05,0,0,0.35,8800058676241821290
30,30,0.25,0.05,0,0,0.35,3409851303135494604
30,30,0.25,0.05,0,0,0.35,4838137335190070535
30,30,0.25,0.05,0,0,0.35,8014310710821044155
30,30,0.25,0.05,0,0,0.35,8044998783600669393
30,30,0.25,0.05,0,0,0.35,8570791896058497499
30,30,0.25,0.05,0,0,0.35,2318183921364841872
30,30,0.25,0.05,0,0,0.35,667263112600787010
30,30,0.25,0.05,0,0,0.35,2161759603514718168
30,30,0.25,0.05,0,0,0.35,9070625312327209573
30,30,0.25,0.05,0,0,0.35,5377814634742460977
30,30,0.25,0.05,0,0,0.35,3100118001474445090
30,30,0.25,0.05,0,0,0.35,3302380932195614164
30,30,0.25,0.05,0,0,0.35,533513582680487958
30,30,0.25,0.05,0,0,0.35,6311604970273044172
30,30,0.25,0.05,0,0,0.35,853449455225330904
30,30,0.25,0.05,0,0,0.35,236435349229629241
30,30,0.25,0.05,0,0,0.35,4346533727744931093
30,30,0.25,0.05,0,0,0.35,2461029675647048240
30,30,0.25,0.05,0,0,0.35,3104523028959547871
30,30,0.25,0.05,0,0,0.35,3501199090234385098
30,30,0.25,0.05,0,0,0.35,1506825945728126643
30,30,0.25,0.05,0,0,0.35,7424741966826511931
30,30,0.25,0.05,0,0,0.35,7357054716964208029
30,30,0.25,0.05,0,0,0.35,2945235661146452630
30,30,0.25,0.05,0,0,0.35,490242586183621612
