50,50,0.05,0.05,0,True,0.35,3630013584265608364,0
50,50,0.05,0.05,0,True,0.35,961546061894215151,1
50,50,0.05,0.05,0,True,0.35,7601594001694685613,2
50,50,0.05,0.05,0,True,0.35,3761288920834625188,3
50,50,0.05,0.05,0,True,0.35,2145658593048086670,4
50,50,0.05,0.05,0,True,0.35,3973842834352006556,5
50,50,0.05,0.05,0,True,0.35,5908166525711612227,6
50,50,0.05,0.05,0,True,0.35,8871312500591653573,7
50,50,0.05,0.05,0,True,0.35,9073219198643720022,8
50,50,0.05,0.05,0,True,0.35,6724373471614223054,9
50,50,0.05,0.05,0,False,0.35,165685637351956541,0
50,50,0.05,0.05,0,False,0.35,8666201095627354454,1
50,50,0.05,0.05,0,False,0.35,2921257600671536048,2
50,50,0.05,0.05,0,False,0.35,6200261824571562981,3
50,50,0.05,0.05,0,False,0.35,2901757396079234361,4
50,50,0.05,0.05,0,False,0.35,8718305841372223457,5
50,50,0.05,0.05,0,False,0.35,7013031762780368436,6
50,50,0.05,0.05,0,False,0.35,3546222084147888831,7
50,50,0.05,0.05,0,False,0.35,8289689347672150686,8
50,50,0.05,0.05,0,False,0.35,6216234467305322010,9
50,50,0.15000000000000002,0.05,0,True,0.35,2094991192187070527,0
50,50,0.15000000000000002,0.05,0,True,0.35,2908500220410176729,1
50,50,0.15000000000000002,0.05,0,True,0.35,2806931008017307286,2
50,50,0.15000000000000002,0.05,0,True,0.35,4291162111757474771,3
50,50,0.15000000000000002,0.05,0,True,0.35,3068632997236008991,4
50,50,0.15000000000000002,0.05,0,True,0.35,6489900175753745542,5
50,50,0.15000000000000002,0.05,0,True,0.35,7599691053982823194,6
50,50,0.15000000000000002,0.05,0,True,0.35,4198992756222408178,7
50,50,0.15000000000000002,0.05,0,True,0.35,2879164158807067057,8
50,50,0.15000000000000002,0.05,0,True,0.35,3161443022609403215,9
50,50,0.15000000000000002,0.05,0,False,0.35,8238918052141377726,0
50,50,0.15000000000000002,0.05,0,False,0.35,3569610414718381380,1
